Condition,ReadCode,CleansedReadCode,Term
Malignant neoplasms,B00zz00,,"Malignant neoplasm of lip, vermilion border NOS"
Malignant neoplasms,B01..00,,Malignant neoplasm of tongue
Malignant neoplasms,B010.00,,Malignant neoplasm of base of tongue
Malignant neoplasms,B010.11,,Malignant neoplasm of posterior third of tongue
Malignant neoplasms,B010000,,Malignant neoplasm of base of tongue dorsal surface
Malignant neoplasms,B010z00,,Malignant neoplasm of fixed part of tongue NOS
Malignant neoplasms,B011.00,,Malignant neoplasm of dorsal surface of tongue
Malignant neoplasms,B011100,,Malignant neoplasm of midline of tongue
Malignant neoplasms,B011z00,,Malignant neoplasm of dorsum of tongue NOS
Malignant neoplasms,B012.00,,"Malignant neoplasm of tongue, tip and lateral border"
Malignant neoplasms,B013.00,,Malignant neoplasm of ventral surface of tongue
Malignant neoplasms,B013000,,Malignant neoplasm of anterior 2/3 of tongue ventral surface
Malignant neoplasms,B013100,,Malignant neoplasm of frenulum linguae
Malignant neoplasms,B013z00,,Malignant neoplasm of ventral tongue surface NOS
Malignant neoplasms,B014.00,,Malignant neoplasm of anterior 2/3 of tongue unspecified
Malignant neoplasms,B015.00,,"Malignant neoplasm of tongue, junctional zone"
Malignant neoplasms,B016.00,,Malignant neoplasm of lingual tonsil
Malignant neoplasms,B017.00,,Malignant overlapping lesion of tongue
Malignant neoplasms,B01y.00,,Malignant neoplasm of other sites of tongue
Malignant neoplasms,B01z.00,,Malignant neoplasm of tongue NOS
Malignant neoplasms,B02..00,,Malignant neoplasm of major salivary glands
Malignant neoplasms,B020.00,,Malignant neoplasm of parotid gland
Malignant neoplasms,B021.00,,Malignant neoplasm of submandibular gland
Malignant neoplasms,B022.00,,Malignant neoplasm of sublingual gland
Malignant neoplasms,B02y.00,,Malignant neoplasm of other major salivary glands
Malignant neoplasms,B02z.00,,Malignant neoplasm of major salivary gland NOS
Malignant neoplasms,B03..00,,Malignant neoplasm of gum
Malignant neoplasms,B030.00,,Malignant neoplasm of upper gum
Malignant neoplasms,B031.00,,Malignant neoplasm of lower gum
Malignant neoplasms,B03y.00,,Malignant neoplasm of other sites of gum
Malignant neoplasms,B03z.00,,Malignant neoplasm of gum NOS
Malignant neoplasms,B04..00,,Malignant neoplasm of floor of mouth
Malignant neoplasms,B040.00,,Malignant neoplasm of anterior portion of floor of mouth
Malignant neoplasms,B041.00,,Malignant neoplasm of lateral portion of floor of mouth
Malignant neoplasms,B042.00,,"Malignant neoplasm, overlapping lesion of floor of mouth"
Malignant neoplasms,B04y.00,,Malignant neoplasm of other sites of floor of mouth
Malignant neoplasms,B04z.00,,Malignant neoplasm of floor of mouth NOS
Malignant neoplasms,B05..00,,Malignant neoplasm of other and unspecified parts of mouth
Malignant neoplasms,B050.00,,Malignant neoplasm of cheek mucosa
Malignant neoplasms,B050.11,,Malignant neoplasm of buccal mucosa
Malignant neoplasms,B051.00,,Malignant neoplasm of vestibule of mouth
Malignant neoplasms,B051000,,Malignant neoplasm of upper buccal sulcus
Malignant neoplasms,B051100,,Malignant neoplasm of lower buccal sulcus
Malignant neoplasms,B052.00,,Malignant neoplasm of hard palate
Malignant neoplasms,B053.00,,Malignant neoplasm of soft palate
Malignant neoplasms,B054.00,,Malignant neoplasm of uvula
Malignant neoplasms,B055.00,,Malignant neoplasm of palate unspecified
Malignant neoplasms,B055000,,Malignant neoplasm of junction of hard and soft palate
Malignant neoplasms,B055100,,Malignant neoplasm of roof of mouth
Malignant neoplasms,B055z00,,Malignant neoplasm of palate NOS
Malignant neoplasms,B056.00,,Malignant neoplasm of retromolar area
Malignant neoplasms,B05y.00,,Malignant neoplasm of other specified mouth parts
Malignant neoplasms,B05z.00,,Malignant neoplasm of mouth NOS
Malignant neoplasms,B06..00,,Malignant neoplasm of oropharynx
Malignant neoplasms,B060.00,,Malignant neoplasm of tonsil
Malignant neoplasms,B060000,,Malignant neoplasm of faucial tonsil
Malignant neoplasms,B060100,,Malignant neoplasm of palatine tonsil
Malignant neoplasms,B060200,,Malignant neoplasm of overlapping lesion of tonsil
Malignant neoplasms,B060z00,,Malignant neoplasm tonsil NOS
Malignant neoplasms,B061.00,,Malignant neoplasm of tonsillar fossa
Malignant neoplasms,B062.00,,Malignant neoplasm of tonsillar pillar
Malignant neoplasms,B062000,,Malignant neoplasm of faucial pillar
Malignant neoplasms,B062100,,Malignant neoplasm of glossopalatine fold
Malignant neoplasms,B062200,,Malignant neoplasm of palatoglossal arch
Malignant neoplasms,B062300,,Malignant neoplasm of palatopharyngeal arch
Malignant neoplasms,B062z00,,Malignant neoplasm of tonsillar fossa NOS
Malignant neoplasms,B063.00,,Malignant neoplasm of vallecula
Malignant neoplasms,B064.00,,Malignant neoplasm of anterior epiglottis
Malignant neoplasms,B064000,,"Malignant neoplasm of epiglottis, free border"
Malignant neoplasms,B064100,,Malignant neoplasm of glossoepiglottic fold
Malignant neoplasms,B064z00,,Malignant neoplasm of anterior epiglottis NOS
Malignant neoplasms,B065.00,,Malignant neoplasm of junctional region of epiglottis
Malignant neoplasms,B066.00,,Malignant neoplasm of lateral wall of oropharynx
Malignant neoplasms,B067.00,,Malignant neoplasm of posterior wall of oropharynx
Malignant neoplasms,B06y.00,,"Malignant neoplasm of oropharynx, other specified sites"
Malignant neoplasms,B06yz00,,Malignant neoplasm of other specified site of oropharynx NOS
Malignant neoplasms,B06z.00,,Malignant neoplasm of oropharynx NOS
Malignant neoplasms,B07..00,,Malignant neoplasm of nasopharynx
Malignant neoplasms,B070.00,,Malignant neoplasm of roof of nasopharynx
Malignant neoplasms,B071.00,,Malignant neoplasm of posterior wall of nasopharynx
Malignant neoplasms,B071000,,Malignant neoplasm of adenoid
Malignant neoplasms,B071100,,Malignant neoplasm of pharyngeal tonsil
Malignant neoplasms,B071z00,,Malignant neoplasm of posterior wall of nasopharynx NOS
Malignant neoplasms,B072.00,,Malignant neoplasm of lateral wall of nasopharynx
Malignant neoplasms,B072000,,Malignant neoplasm of pharyngeal recess
Malignant neoplasms,B072z00,,Malignant neoplasm of lateral wall of nasopharynx NOS
Malignant neoplasms,B073.00,,Malignant neoplasm of anterior wall of nasopharynx
Malignant neoplasms,B073100,,Malignant neoplasm of nasopharyngeal soft palate surface
Malignant neoplasms,B073200,,Malignant neoplasm posterior margin nasal septum and choanae
Malignant neoplasms,B073z00,,Malignant neoplasm of anterior wall of nasopharynx NOS
Malignant neoplasms,B074.00,,"Malignant neoplasm, overlapping lesion of nasopharynx"
Malignant neoplasms,B07y.00,,Malignant neoplasm of other specified site of nasopharynx
Malignant neoplasms,B07z.00,,Malignant neoplasm of nasopharynx NOS
Malignant neoplasms,B08..00,,Malignant neoplasm of hypopharynx
Malignant neoplasms,B080.00,,Malignant neoplasm of postcricoid region
Malignant neoplasms,B081.00,,Malignant neoplasm of pyriform sinus
Malignant neoplasms,B082.00,,"Malignant neoplasm aryepiglottic fold, hypopharyngeal aspect"
Malignant neoplasms,B083.00,,Malignant neoplasm of posterior pharynx
Malignant neoplasms,B08y.00,,Malignant neoplasm of other specified hypopharyngeal site
