Condition,MedCode,SNOMED_Code,SnomedCTDescriptionId,ReadCode,CleansedReadCode,Term
Iron deficiency with and without anaemia,504528016,80875006,504528016,D00z0,D00z000,Achlorhydric anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D0-1,D0...11,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D0-2,D0...12,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00yz,D00yz00,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTAS392266,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00,D00..00,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTAS392271,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTIR392274,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTCH392267,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTSI392268,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTIR392270,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCT1190238,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCT1276169,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCT1198930,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00y,D00y.00,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00z,D00z.00,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00zz,D00zz00,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTID392269,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,D00z1,D00z100,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,Dyu00,Dyu0000,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTID392272,,Chlorotic anaemia
Iron deficiency with and without anaemia,293884012,87522002,507623010,^ESCTSI392273,,Chlorotic anaemia
Iron deficiency with and without anaemia,293888010,87522002,507616014,D0-1,D0...11,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D0-2,D0...12,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00yz,D00yz00,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTAS392266,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00,D00..00,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTAS392271,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTIR392274,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTCH392267,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTSI392268,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTIR392270,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCT1190238,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCT1276169,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCT1198930,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00y,D00y.00,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00z,D00z.00,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00zz,D00zz00,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTID392269,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,D00z1,D00z100,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,Dyu00,Dyu0000,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTID392272,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,293888010,87522002,507616014,^ESCTSI392273,,Iron deficiency anaemia NOS
Iron deficiency with and without anaemia,294567019,87522002,507616014,D0-1,D0...11,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D0-2,D0...12,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00yz,D00yz00,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTAS392266,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00,D00..00,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTAS392271,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTIR392274,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTCH392267,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTSI392268,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTIR392270,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCT1190238,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCT1276169,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCT1198930,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00y,D00y.00,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00z,D00z.00,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00zz,D00zz00,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTID392269,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,D00z1,D00z100,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,Dyu00,Dyu0000,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTID392272,,[X]Other iron deficiency anaemias
Iron deficiency with and without anaemia,294567019,87522002,507616014,^ESCTSI392273,,[X]Other iron deficiency anaemias
