Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,CleansedReadCode,Term
In situ neoplasms,153102018.0,92542002,153102018.0,B8036,B803600,Carcinoma in situ of ascending colon
In situ neoplasms,153141016.0,92575005,153141016.0,B8032,B803200,Carcinoma in situ of descending colon
In situ neoplasms,153187010.0,92608001,153187010.0,B8030,B803000,Carcinoma in situ of hepatic flexure of colon
In situ neoplasms,201638010.0,92559007,201638010.0,B8034,B803400,Carcinoma in situ of caecum
In situ neoplasms,153313014.0,92708008,153313014.0,B8033,B803300,Carcinoma in situ of sigmoid colon
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,290749015.0,189229003,290749015.0,B8037,B803700,Carcinoma in situ of splenic flexure of colon
In situ neoplasms,4006951000006118.5,92608001,1235748018.0,^ESCTCA400695,,Carcinoma in situ of hepatic flexure
In situ neoplasms,153299011.0,92695008,153299011.0,B8040,B804000,Carcinoma in situ of rectosigmoid junction
In situ neoplasms,860011000006114.0,112971004,860011000006114.0,73000-99,7300099,Radical ear excision
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4008151000006119.0,92696009,3036087018.0,^ESCTCA400815,,Cancer in situ of rectum
In situ neoplasms,153300015.0,92696009,153300015.0,B8041,B804100,Carcinoma in situ of rectum
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4005731000006115.0,92531006,3036407010.0,^ESCTCA400573,,Cancer in situ of anal canal
In situ neoplasms,153089011.0,92531006,153089011.0,B805,B805.00,Carcinoma in situ of anal canal
In situ neoplasms,290753018.0,92537005,153096013.0,B806,B806.00,Carcinoma in situ of anus NOS
In situ neoplasms,1788227011.0,92537005,1788227011.0,B8050,B805000,Anal intraepithelial neoplasia grade III
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,370221000006117.0,92617001,153198011.0,ByuF0,ByuF000,[X]Carcinoma in situ/other+unspecified parts of intestine
In situ neoplasms,4006471000006119.0,92577002,3036205016.0,^ESCTCA400647,,Cancer in situ of duodenum
In situ neoplasms,153193019.0,92613002,153193019.0,B8072,B807200,Carcinoma in situ of ileum
In situ neoplasms,4007101000006117.0,92617001,510049010.0,^ESCTCA400710,,Carcinoma in situ of intestine
In situ neoplasms,153248016.0,92656007,153248016.0,B8073,B807300,Carcinoma in situ of Meckel's diverticulum
In situ neoplasms,4007151000006118.5,92621008,3036473013.0,^ESCTCA400715,,Cancer in situ of jejunum
In situ neoplasms,153143018.0,92577002,153143018.0,B8070,B807000,Carcinoma in situ of duodenum
In situ neoplasms,153203015.0,92621008,153203015.0,B8071,B807100,Carcinoma in situ of jejunum
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4007551000006111.0,92656007,2838322016.0,^ESCTCA400755,,Carcinoma in situ of Meckel diverticulum
In situ neoplasms,4007031000006112.0,92613002,3035922015.0,^ESCTCA400703,,Cancer in situ of ileum
In situ neoplasms,290751016.0,189231007,290751016.0,B804,B804.00,Carcinoma in situ of rectum and rectosigmoid junction
In situ neoplasms,535331000006115.0,92545000,153105016.0,B808-1,B808.11,Carcinoma in situ of biliary system
In situ neoplasms,535711000006110.0,92599005,153175015.0,B8083,B808300,Carcinoma in situ of gall bladder
In situ neoplasms,4006361000006115.0,92570000,3004779014.0,^ESCTCA400636,,Carcinoma in situ of distal extra hepatic duct
In situ neoplasms,4005901000006113.5,92545000,153105016.0,^ESCTCA400590,,Carcinoma in situ of biliary tract
In situ neoplasms,290768017.0,189243008,290768017.0,B8082,B808200,Carcinoma in situ of hepatic duct
In situ neoplasms,153140015.0,92574009,153140015.0,B8084,B808400,Carcinoma in situ of cystic duct
In situ neoplasms,4006371000006110.5,92570000,3036078010.0,^ESCTCA400637,,Cancer in situ of common bile duct
In situ neoplasms,153088015.0,92530007,153088015.0,B8086,B808600,Carcinoma in situ of ampulla of Vater
In situ neoplasms,153200017.0,92618006,153200017.0,B8081,B808100,Carcinoma in situ of intrahepatic bile ducts
In situ neoplasms,153231012.0,92644006,153231012.0,B8080,B808000,Carcinoma in situ of liver
In situ neoplasms,290772018.0,271525004,1489926012.0,B808z,B808z00,Carcinoma in situ of liver or biliary system NOS
In situ neoplasms,4006431000006117.0,92574009,3036292012.0,^ESCTCA400643,,Cancer in situ of cystic duct
In situ neoplasms,406332017.0,271525004,406332017.0,B808,B808.00,Carcinoma in situ of liver and biliary system
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4005711000006113.5,92530007,1235735017.0,^ESCTAM400571,,Ampullary carcinoma in situ
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,290771013.0,189246000,290771013.0,B8087,B808700,Carcinoma in situ of sphincter of Oddi
In situ neoplasms,153136012.0,92570000,153136012.0,B8085,B808500,Carcinoma in situ of common bile duct
In situ neoplasms,537001000006117.0,109850001,174529011.0,B807z,B807z00,Carcinoma in situ other and unspecified small intestine NOS
In situ neoplasms,4007851000006113.0,92672004,3036575016.0,^ESCTCA400785,,Cancer in situ of pancreas
In situ neoplasms,153272014.0,92672004,153272014.0,B80z0,B80z000,Carcinoma in situ of pancreas
In situ neoplasms,292199017.0,109850001,174529011.0,ByuF1,ByuF100,[X]Carcinoma in situ of other specified digestive organs
In situ neoplasms,292200019.0,109850001,174529011.0,ByuF2,ByuF200,"[X]Carcinoma in situ of digestive organ, unspecified"
In situ neoplasms,290758010.0,109850001,174529011.0,B807,B807.00,Carcinoma in situ of other and unspecified small intestine
In situ neoplasms,290775016.0,109850001,174529011.0,B80zz,B80zz00,Carcinoma in situ of digestive organs NOS
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,290773011.0,109850001,174529011.0,B80z,B80z.00,Carcinoma in situ of other and unspecified digestive organs
In situ neoplasms,535541000006116.0,109850001,174529011.0,B80,B80..00,Carcinoma in situ of digestive organs
In situ neoplasms,537001000006117.0,109850001,174529011.0,B807z,B807z00,Carcinoma in situ other and unspecified small intestine NOS
In situ neoplasms,292199017.0,109850001,174529011.0,ByuF1,ByuF100,[X]Carcinoma in situ of other specified digestive organs
In situ neoplasms,292200019.0,109850001,174529011.0,ByuF2,ByuF200,"[X]Carcinoma in situ of digestive organ, unspecified"
In situ neoplasms,290758010.0,109850001,174529011.0,B807,B807.00,Carcinoma in situ of other and unspecified small intestine
In situ neoplasms,290775016.0,109850001,174529011.0,B80zz,B80zz00,Carcinoma in situ of digestive organs NOS
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,531861000006117.0,92600008,153176019.0,B80-1,B80..11,Ca-in-situ of G.I. tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,4006821000006118.5,92600008,3036558010.0,^ESCTCA400682,,Cancer in situ of gastrointestinal tract
In situ neoplasms,290773011.0,109850001,174529011.0,B80z,B80z.00,Carcinoma in situ of other and unspecified digestive organs
In situ neoplasms,535541000006116.0,109850001,174529011.0,B80,B80..00,Carcinoma in situ of digestive organs
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,153180012.0,92603005,153180012.0,B8108-1,B810811,Carcinoma in situ of glottis
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,153151015.0,92584005,153151015.0,B8102,B810200,Carcinoma in situ of epiglottis
In situ neoplasms,153218019.0,92634009,153218019.0,B810,B810.00,Carcinoma in situ of larynx
In situ neoplasms,290777012.0,189252004,290777012.0,B8100,B810000,Carcinoma in situ of thyroid cartilage
In situ neoplasms,290780013.0,189255002,290780013.0,B8103,B810300,Carcinoma in situ of arytenoid cartilage
In situ neoplasms,290781012.0,189256001,290781012.0,B8104,B810400,Carcinoma in situ of corniculate cartilage
In situ neoplasms,290782017.0,189257005,290782017.0,B8105,B810500,Carcinoma in situ of cuneiform cartilage
In situ neoplasms,290784016.0,189259008,290784016.0,B8107,B810700,Carcinoma in situ of vestibular fold
In situ neoplasms,510045016.0,92603005,510045016.0,B8108,B810800,Carcinoma in situ of vocal fold - glottis
In situ neoplasms,290787011.0,92634009,153218019.0,B810z,B810z00,Carcinoma in situ of larynx NOS
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,4007281000006118.5,92634009,3036503012.0,^ESCTCA400728,,Cancer in situ of larynx
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,290778019.0,189253009,290778019.0,B8101,B810100,Carcinoma in situ of cricoid cartilage
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,153386011.0,92772005,153386011.0,B811,B811.00,Carcinoma in situ of trachea
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,4755991000006112.0,189263001,1784811015.0,^ESCTCA475599,,Carcinoma in situ of carina
In situ neoplasms,290792013.0,189266009,290792013.0,B8123,B812300,Carcinoma in situ of middle lobe bronchus and lung
In situ neoplasms,290793015.0,189267000,290793015.0,B8124,B812400,Carcinoma in situ of lower lobe bronchus and lung
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,292201015.0,189251006,290776015.0,ByuF3,ByuF300,[X]Carcinoma in situ of other parts of respiratory system
In situ neoplasms,290794014.0,189262006,290788018.0,B812z,B812z00,Carcinoma in situ of bronchus or lung NOS
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,536081000006111.0,189251006,290776015.0,B81y,B81y.00,Carcinoma in situ of other specified part respiratory system
In situ neoplasms,153239014.0,92650001,153239014.0,B8121,B812100,Carcinoma in situ of main bronchus
In situ neoplasms,290788018.0,189262006,290788018.0,B812,B812.00,Carcinoma in situ of bronchus and lung
In situ neoplasms,290789014.0,189263001,290789014.0,B8120,B812000,Carcinoma in situ of carina of bronchus
In situ neoplasms,290791018.0,189265008,290791018.0,B8122,B812200,Carcinoma in situ of upper lobe bronchus and lung
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,290804014.0,189251006,290776015.0,B81z,B81z.00,Carcinoma in situ of respiratory organ NOS
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,290776015.0,189251006,290776015.0,B81,B81..00,Carcinoma in situ of respiratory system
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,292202010.0,189251006,290776015.0,ByuF4,ByuF400,"[X]Carcinoma in situ of respiratory system, unspecified"
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,536751000006117.0,189251006,290776015.0,B81yz,B81yz00,Carcinoma in situ of specified parts respiratory system NOS
In situ neoplasms,4006611000006113.0,92586007,1235744016.0,^ESCTCA400661,,Carcinoma in situ of ethmoid sinus
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
In situ neoplasms,535981000006118.0,189251006,290776015.0,B81y-1,B81y.11,Carcinoma in situ of nasal sinuses
