,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
9598,Malignant neoplasms,799181000006112.0,126824007.0,473860014.0,B11-1,Gastric neoplasm,B11..11
9599,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9600,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9601,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9602,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9603,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9604,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9605,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9606,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9607,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9608,Malignant neoplasms,4388411000006112.0,126824007.0,473861013.0,^ESCTTU438841,Tumor of stomach,
9609,Malignant neoplasms,6632431000006114.0,399967006.0,1774765015.0,^ESCTNE663243,Neoplasm of uncertain behavior of stomach,
9610,Malignant neoplasms,1773479017.0,399967006.0,1773479017.0,B9020,Neoplasm of uncertain behaviour of stomach,B902000
9611,Malignant neoplasms,4388391000006112.0,126824007.0,112013.0,^ESCTNE438839,Neoplasm of stomach,
9612,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9613,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9614,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9615,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9616,Malignant neoplasms,4046161000006113.0,94872003.0,157296015.0,^ESCTNE404616,Neoplasm of uncertain behavior of ileum,
9617,Malignant neoplasms,4046461000006117.0,94886004.0,157316017.0,^ESCTNE404646,Neoplasm of uncertain behavior of jejunum,
9618,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9619,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9620,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9621,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9622,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9623,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9624,Malignant neoplasms,4044961000006117.0,94815008.0,157218018.0,^ESCTNE404496,Neoplasm of uncertain behavior of duodenum,
9625,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9626,Malignant neoplasms,511595019.0,94872003.0,511595019.0,B9023,Neoplasm of uncertain behaviour of ileum,B902300
9627,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9628,Malignant neoplasms,511612010.0,94886004.0,511612010.0,B9022,Neoplasm of uncertain behaviour of jejunum,B902200
9629,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9630,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9631,Malignant neoplasms,511520018.0,94815008.0,511520018.0,B9021,Neoplasm of uncertain behaviour of duodenum,B902100
9632,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9633,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9634,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9635,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9636,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9637,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9638,Malignant neoplasms,4043461000006113.0,94744004.0,1218791018.0,^ESCTNE404346,Neoplasm of uncertain or unknown behavior of appendix,
9639,Malignant neoplasms,4388791000006111.0,126837005.0,473870011.0,^ESCTTU438879,Tumor of large intestine,
9640,Malignant neoplasms,4388781000006113.0,126837005.0,473869010.0,^ESCTTU438878,Tumour of large intestine,
9641,Malignant neoplasms,4043431000006116.0,94744004.0,511430013.0,^ESCTNE404343,Neoplasm of uncertain behaviour of appendix,
9642,Malignant neoplasms,4388771000006110.5,126837005.0,125017.0,^ESCTNE438877,Neoplasm of large intestine,
9643,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9644,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9645,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9646,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9647,Malignant neoplasms,4043441000006113.5,94744004.0,157121013.0,^ESCTNE404344,Neoplasm of uncertain behavior of appendix,
9648,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9649,Malignant neoplasms,1217303013.0,94744004.0,1217303013.0,B9026,Neoplasm of uncertain or unknown behaviour of appendix,B902600
9650,Malignant neoplasms,290752011.0,126837005.0,125017.0,B804z,Carcinoma in situ of rectum or rectosigmoid junction NOS,B804z00
9651,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9652,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9653,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9654,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9655,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9656,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9657,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9658,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9659,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9660,Malignant neoplasms,4044631000006115.0,94801006.0,157199019.0,^ESCTNE404463,Neoplasm of uncertain behavior of colon,
9661,Malignant neoplasms,4388791000006111.0,126837005.0,473870011.0,^ESCTTU438879,Tumor of large intestine,
9662,Malignant neoplasms,4388781000006113.0,126837005.0,473869010.0,^ESCTTU438878,Tumour of large intestine,
9663,Malignant neoplasms,4388771000006110.5,126837005.0,125017.0,^ESCTNE438877,Neoplasm of large intestine,
9664,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9665,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9666,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9667,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9668,Malignant neoplasms,511501015.0,94801006.0,511501015.0,B9024,Neoplasm of uncertain behaviour of colon,B902400
9669,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9670,Malignant neoplasms,290752011.0,126837005.0,125017.0,B804z,Carcinoma in situ of rectum or rectosigmoid junction NOS,B804z00
9671,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9672,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9673,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9674,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9675,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9676,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9677,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9678,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9679,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9680,Malignant neoplasms,4388791000006111.0,126837005.0,473870011.0,^ESCTTU438879,Tumor of large intestine,
9681,Malignant neoplasms,4388781000006113.0,126837005.0,473869010.0,^ESCTTU438878,Tumour of large intestine,
9682,Malignant neoplasms,4388771000006110.5,126837005.0,125017.0,^ESCTNE438877,Neoplasm of large intestine,
9683,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9684,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9685,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9686,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9687,Malignant neoplasms,4049271000006115.0,95024008.0,157492015.0,^ESCTNE404927,Neoplasm of uncertain behavior of rectum,
9688,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9689,Malignant neoplasms,290752011.0,126837005.0,125017.0,B804z,Carcinoma in situ of rectum or rectosigmoid junction NOS,B804z00
9690,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9691,Malignant neoplasms,511792018.0,95024008.0,511792018.0,B9025,Neoplasm of uncertain behaviour of rectum,B902500
9692,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9693,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9694,Malignant neoplasms,291380016.0,126853008.0,141016.0,BB5D,[M]Hepatobiliary tract adenomas and carcinomas,BB5D.00
9695,Malignant neoplasms,291383019.0,126853008.0,141016.0,BB5Dz,[M]Hepatobiliary adenoma or carcinoma NOS,BB5Dz00
9696,Malignant neoplasms,305971000006113.0,126853008.0,141016.0,BB5D-1,[M]Biliary tract adenomas and adenocarcinomas,BB5D.11
9697,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9698,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9699,Malignant neoplasms,4756461000006117.0,189397006.0,290992015.0,^ESCTNE475646,Neoplasm of uncertain behavior of sphincter of Oddi,
9700,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9701,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9702,Malignant neoplasms,4046331000006119.0,94880005.0,511606017.0,^ESCTNE404633,Neoplasm of uncertain behaviour of intrahepatic bile ducts,
9703,Malignant neoplasms,679121000006110.0,94850000.0,511569016.0,B9033,Neoplasm of uncertain behaviour of gall bladder,B903300
9704,Malignant neoplasms,679211000006113.0,94880005.0,511606017.0,B9031,Neoplasm of uncertain behaviour of intra-hepatic bile ducts,B903100
9705,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9706,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9707,Malignant neoplasms,4046341000006112.0,94880005.0,157308014.0,^ESCTNE404634,Neoplasm of uncertain behavior of intrahepatic bile ducts,
9708,Malignant neoplasms,5355541000006118.0,255064003.0,380087016.0,^ESCTNE535554,Neoplasm of uncertain behavior of biliary system,
9709,Malignant neoplasms,4045741000006118.5,94850000.0,157267016.0,^ESCTNE404574,Neoplasm of uncertain behavior of gallbladder,
9710,Malignant neoplasms,4389291000006113.5,126853008.0,4389291000006113.5,^ESCTNE438929,Neoplasm of biliary tract,
9711,Malignant neoplasms,4045731000006111.0,94850000.0,511569016.0,^ESCTNE404573,Neoplasm of uncertain behaviour of gallbladder,
9712,Malignant neoplasms,4389311000006113.0,126853008.0,473896013.0,^ESCTTU438931,Tumour of biliary tract,
9713,Malignant neoplasms,4044841000006113.5,94810003.0,157211012.0,^ESCTNE404484,Neoplasm of uncertain behavior of cystic duct,
9714,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9715,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9716,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9717,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9718,Malignant neoplasms,680021000006114.0,271482000.0,1476437013.0,B903z,Neop of uncertain behaviour of liver or biliary passages NOS,B903z00
9719,Malignant neoplasms,4044671000006117.0,94803009.0,157202012.0,^ESCTNE404467,Neoplasm of uncertain behavior of common bile duct,
9720,Malignant neoplasms,4389301000006110.5,126853008.0,473895012.0,^ESCTTU438930,Tumor of biliary tract,
9721,Malignant neoplasms,290981016.0,189392000.0,290981016.0,B9032,Neoplasm of uncertain behaviour of hepatic duct,B903200
9722,Malignant neoplasms,290993013.0,189397006.0,290993013.0,B9037,Neoplasm of uncertain behaviour of sphincter of Oddi,B903700
9723,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9724,Malignant neoplasms,511503017.0,94803009.0,511503017.0,B9035,Neoplasm of uncertain behaviour of common bile duct,B903500
9725,Malignant neoplasms,511513013.0,94810003.0,511513013.0,B9034,Neoplasm of uncertain behaviour of cystic duct,B903400
9726,Malignant neoplasms,511643015.0,94910002.0,511643015.0,B9030,Neoplasm of uncertain behaviour of liver,B903000
9727,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9728,Malignant neoplasms,511416015.0,94733007.0,511416015.0,B9036,Neoplasm of uncertain behaviour of ampulla of Vater,B903600
