,Condition,MedCodeId,SnomedCTConceptId,SnomedCTDescriptionId,OriginalReadCode,Term,CleansedReadCode
9360,Chronic kidney disease,8104411000006110.0,324411000000105.0,,,CKD (chronic kidney disease) stage 3B without proteinuria,
9361,Chronic kidney disease,8104451000006110.0,324441000000106.0,,,CKD (chronic kidney disease) stage 4 with proteinuria,
9362,Chronic kidney disease,8104481000006115.0,324471000000100.0,,,CKD (chronic kidney disease) stage 4 without proteinuria,
9363,Chronic kidney disease,8104511000006110.0,324501000000107.0,,,CKD (chronic kidney disease) stage 5 with proteinuria,
9364,Chronic kidney disease,8104551000006112.0,324541000000105.0,,,CKD (chronic kidney disease) stage 5 without proteinuria,
9365,Chronic kidney disease,7174791000006111.0,433144002.0,,,CKD stage 3,
9366,Chronic kidney disease,618431000000114.0,324251000000105.0,,,CKD stage 3 with proteinuria,1Z1B.11
9367,Chronic kidney disease,618441000000117.0,324281000000104.0,,,CKD stage 3 without proteinuria,1Z1C.11
9368,Chronic kidney disease,618451000000119.0,324311000000101.0,,,CKD stage 3A with proteinuria,1Z1D.11
9369,Chronic kidney disease,618461000000116.0,324341000000100.0,,,CKD stage 3A without proteinuria,1Z1E.11
9370,Chronic kidney disease,618471000000111.0,324371000000106.0,,,CKD stage 3B with proteinuria,1Z1F.11
9371,Chronic kidney disease,618481000000113.0,324411000000105.0,,,CKD stage 3B without proteinuria,1Z1G.11
9372,Chronic kidney disease,7147781000006115.0,431857002.0,,,CKD stage 4,
9373,Chronic kidney disease,618491000000110.0,324441000000106.0,,,CKD stage 4 with proteinuria,1Z1H.11
9374,Chronic kidney disease,618501000000116.0,324471000000100.0,,,CKD stage 4 without proteinuria,1Z1J.11
9375,Chronic kidney disease,7174851000006111.0,433146000.0,,,CKD stage 5,
9376,Chronic kidney disease,618511000000119.0,324501000000107.0,,,CKD stage 5 with proteinuria,1Z1K.11
9377,Chronic kidney disease,1940621000006111.2,949881000000106.0,,,CKD with GFR category G3a & albuminuria category A1,
9378,Chronic kidney disease,1940631000006114.0,949901000000109.0,,,CKD with GFR category G3a & albuminuria category A2,1Z1V.00
9379,Chronic kidney disease,1940641000006116.0,949921000000100.0,,,CKD with GFR category G3a & albuminuria category A3,1Z1W.00
9380,Chronic kidney disease,1940651000006119.2,950061000000103.0,,,CKD with GFR category G3b & albuminuria category A1,
9381,Chronic kidney disease,1940661000006116.8,950081000000107.0,,,CKD with GFR category G3b & albuminuria category A2,
9382,Chronic kidney disease,1940671000006112.0,950101000000101.0,,,CKD with GFR category G3b & albuminuria category A3,1Z1Z.00
9383,Chronic kidney disease,1940501000006119.2,950181000000106.0,,,CKD with GFR category G4 & albuminuria category A1,
9384,Chronic kidney disease,1940511000006116.0,950211000000107.0,,,CKD with GFR category G4 & albuminuria category A2,1Z1b.00
9385,Chronic kidney disease,1940521000006112.0,950231000000104.0,,,CKD with GFR category G4 & albuminuria category A3,1Z1c.00
9386,Chronic kidney disease,1940531000006110.0,950251000000106.0,,,CKD with GFR category G5 & albuminuria category A1,1Z1d.00
9387,Chronic kidney disease,1940541000006116.8,950291000000103.0,,,CKD with GFR category G5 & albuminuria category A2,
9388,Chronic kidney disease,1940551000006115.2,950311000000102.0,,,CKD with GFR category G5 & albuminuria category A3,
9389,Chronic kidney disease,2773184015.0,433144002.0,,,Chronic kidney disease stage 3,K053.00
9390,Chronic kidney disease,304071000000115.0,433144002.0,,,Chronic kidney disease stage 3,1Z12.00
9391,Chronic kidney disease,994421000006111.0,994421000006107.0,,,Chronic kidney disease stage 3,
9392,Chronic kidney disease,595811000000117.0,324251000000105.0,,,Chronic kidney disease stage 3 with proteinuria,1Z1B.00
9393,Chronic kidney disease,595871000000110.0,324281000000104.0,,,Chronic kidney disease stage 3 without proteinuria,1Z1C.00
9394,Chronic kidney disease,557811000000119.0,700378005.0,,,Chronic kidney disease stage 3A,1Z15.00
9395,Chronic kidney disease,595931000000116.0,324311000000101.0,,,Chronic kidney disease stage 3A with proteinuria,1Z1D.00
9396,Chronic kidney disease,595991000000115.0,324341000000100.0,,,Chronic kidney disease stage 3A without proteinuria,1Z1E.00
9397,Chronic kidney disease,557831000000110.0,700379002.0,,,Chronic kidney disease stage 3B,1Z16.00
9398,Chronic kidney disease,596051000000115.0,324371000000106.0,,,Chronic kidney disease stage 3B with proteinuria,1Z1F.00
9399,Chronic kidney disease,596131000000114.0,324411000000105.0,,,Chronic kidney disease stage 3B without proteinuria,1Z1G.00
9400,Chronic kidney disease,2767385013.0,431857002.0,,,Chronic kidney disease stage 4,K054.00
9401,Chronic kidney disease,304091000000116.0,431857002.0,,,Chronic kidney disease stage 4,1Z13.00
9402,Chronic kidney disease,994431000006114.0,994431000006105.0,,,Chronic kidney disease stage 4,
9403,Chronic kidney disease,596191000000110.0,324441000000106.0,,,Chronic kidney disease stage 4 with proteinuria,1Z1H.00
9404,Chronic kidney disease,596261000000111.0,324471000000100.0,,,Chronic kidney disease stage 4 without proteinuria,1Z1J.00
9405,Chronic kidney disease,8345881000006115.0,949881000000106.0,,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1,
9406,Chronic kidney disease,8345901000006118.0,949901000000109.0,,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2,
9407,Chronic kidney disease,8345931000006110.0,949921000000100.0,,,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3,
9408,Chronic kidney disease,8346001000006110.0,950061000000103.0,,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1,
9409,Chronic kidney disease,8346021000006117.0,950081000000107.0,,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2,
9410,Chronic kidney disease,8346041000006112.0,950101000000101.0,,,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3,
9411,Chronic kidney disease,8346101000006114.0,950181000000106.0,,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A1,
9412,Chronic kidney disease,8346121000006115.0,950211000000107.0,,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A2,
9413,Chronic kidney disease,8346151000006114.0,950231000000104.0,,,Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3,
9414,Chronic kidney disease,8346171000006115.0,950251000000106.0,,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1,
9415,Chronic kidney disease,8346201000006115.0,950291000000103.0,,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2,
9416,Chronic kidney disease,8346221000006114.0,950311000000102.0,,,Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3,
9417,Chronic kidney disease,3528309015.0,737562008.0,,,MCKD - Multicystic kidney disease,
9418,Chronic kidney disease,2767154014.0,433146000.0,2767154014.0,,chronic kidney disease stage 5,K055.00
9419,Chronic kidney disease,994441000006116.0,994441000006100.0,994441000006116.0,,chronic kidney disease stage 5,
9420,Chronic kidney disease,1.1924551000006114e+16,46177005.0,1.1924551000006114e+16,,end-stage renal disease,
9421,Chronic kidney disease,1.2704471000006116e+16,46177005.0,3517959016.0,,end-stage renal disease,
9422,Chronic kidney disease,304111000000114.0,433146000.0,2767154014.0,1Z14.00,Chronic kidney disease stage 5,1Z14.00
9423,Chronic kidney disease,596321000000110.0,324501000000107.0,596321000000110.0,1Z1K.00,Chronic kidney disease stage 5 with proteinuria,1Z1K.00
9424,Chronic kidney disease,596401000000111.0,324541000000105.0,596401000000111.0,1Z1L.00,Chronic kidney disease stage 5 without proteinuria,1Z1L.00
9425,Chronic kidney disease,618521000000113.0,324541000000105.0,618521000000113.0,1Z1L.11,CKD stage 5 without proteinuria,1Z1L.11
9426,Chronic kidney disease,641471000006117.0,46177005.0,76995019.0,K05..12,End stage renal failure,K05..12
9427,Chronic kidney disease,215521000000116.0,46177005.0,76995019.0,K050.00,End stage renal failure,K050.00
9428,Chronic kidney disease,641491000006116.0,46177005.0,76996018.0,K0D..00,End-stage renal disease,K0D..00
9429,Chronic kidney disease,354628010.0,236582008.0,354628010.0,SP08D00,Acute-on-chronic rejection of renal transplant,SP08D00
9430,Chronic kidney disease,354619014.0,236578006.0,354619014.0,SP08J00,Chronic rejection of renal transplant,SP08J00
9431,Disorders of the prostate,279031000006110.0,279031000006106.0,279031000006110.0,,O/E - PR - Diffusely enlarged prostate,
9432,Disorders of the prostate,909491000006110.0,909491000006106.0,909491000006110.0,,[RFC] Enlarged prostate,
9433,Disorders of the prostate,5493351000006113.0,266569009.0,396742015.0,,bph - benign prostatic hypertrophy,
9434,Disorders of the prostate,203421000006110.0,11441004.0,19794011.0,1AA..00,Prostatism,1AA..00
9435,Disorders of the prostate,396738018.0,266569009.0,396738018.0,K20..00,Benign prostatic hypertrophy,K20..00
9436,Disorders of the prostate,645331000006112.0,266569009.0,396731012.0,K20..14,Enlarged prostate - benign,K20..14
9437,Disorders of the prostate,396742015.0,266569009.0,396738018.0,K20..15,BPH - benign prostatic hypertrophy,K20..15
9438,Disorders of the prostate,19794011.0,11441004.0,19794011.0,K20..16,Prostatism,K20..16
9439,Disorders of the prostate,304382014.0,433234005.0,2769992019.0,K200.00,Prostatic hyperplasia unspecified,K200.00
9440,Disorders of the prostate,304383016.0,197959008.0,304383016.0,K201.00,Prostatic hyperplasia of the lateral lobe,K201.00
9441,Disorders of the prostate,304384010.0,197960003.0,304384010.0,K202.00,Prostatic hyperplasia of the medial lobe,K202.00
9442,Disorders of the prostate,304385011.0,433234005.0,2769992019.0,K20z.00,Prostatic hyperplasia NOS,K20z.00
9443,Ankylosing spondylitis,1.2454581000006118e+16,162930007.0,253940015.0,,o/e - ankyl.spondyl.chest def.,
9444,Ankylosing spondylitis,253940015.0,162930007.0,2668362011.0,2377,O/E - ankyl.spondyl.chest def.,2377.00
9445,Ankylosing spondylitis,2692996011.0,441562009.0,2817026019.0,388p.00,BASDAI - Bath ankylosing spondylitis disease activity index,388p.00
9446,Ankylosing spondylitis,16833013.0,9631008.0,16833013.0,N100.00,Ankylosing spondylitis,N100.00
9447,Ankylosing spondylitis,718001000006112.0,9631008.0,1235977013.0,N100.11,Marie - Strumpell spondylitis,N100.11
9448,Endometriosis,3545641000006112.0,64286001.0,106864016.0,,endometriosis of the pouch of douglas,
9449,Endometriosis,3742411000006118.5,76376003.0,126837014.0,,internal endometriosis,
9450,Endometriosis,2548653011.0,416155004.0,2548653011.0,7E0D800,Laparoscopic laser destruction of endometriosis,7E0D800
9451,Endometriosis,317021000006116.0,128726006.0,207190013.0,BBL1.11,[M]Stromal endometriosis,BBL1.11
9452,Endometriosis,1784724014.0,129103003.0,1784724014.0,K50..00,Endometriosis,K50..00
9453,Endometriosis,126839012.0,76376003.0,126839012.0,K50..11,Adenomyosis,K50..11
9454,Endometriosis,126835018.0,76376003.0,126835018.0,K500.00,Endometriosis of uterus,K500.00
9455,Endometriosis,770611000006110.0,198247003.0,304789015.0,K500000,Internal endometriosis,K500000
9456,Endometriosis,355411011.0,237115002.0,355411011.0,K500100,Endometriosis of myometrium,K500100
9457,Endometriosis,461191000006115.0,237115002.0,355411011.0,K500111,Adenomyosis of endometrium,K500111
9458,Endometriosis,102424012.0,61640006.0,102424012.0,K500200,Endometriosis of cervix,K500200
9459,Endometriosis,304791011.0,76376003.0,126835018.0,K500z00,Endometriosis of uterus NOS,K500z00
9460,Endometriosis,396767017.0,266589005.0,396767017.0,K501.00,Endometriosis of ovary,K501.00
9461,Endometriosis,355412016.0,237116001.0,355412016.0,K501.11,Chocolate cyst of ovary,K501.11
9462,Endometriosis,642691000006110.0,22611009.0,37950010.0,K502.00,Endometriosis of the fallopian tube,K502.00
9463,Endometriosis,642741000006112.0,198251001.0,304795019.0,K503.00,Endometriosis of the pelvic peritoneum,K503.00
9464,Endometriosis,642671000006114.0,10535001.0,18314019.0,K503000,Endometriosis of the broad ligament,K503000
9465,Endometriosis,106864016.0,64286001.0,1232545013.0,K503100,Endometriosis of the pouch of Douglas,K503100
9466,Endometriosis,642731000006119.0,84305006.0,139827010.0,K503200,Endometriosis of the parametrium,K503200
9467,Endometriosis,642811000006116.0,5327000.0,9929018.0,K503300,Endometriosis of the round ligament,K503300
9468,Endometriosis,304796018.0,198251001.0,304795019.0,K503z00,Endometriosis of the pelvic peritoneum NOS,K503z00
9469,Endometriosis,642781000006118.0,52533003.0,87425018.0,K504.00,Endometriosis of the rectovaginal septum and vagina,K504.00
9470,Endometriosis,642771000006116.0,52533003.0,87425018.0,K504000,Endometriosis of the rectovaginal septum,K504000
9471,Endometriosis,642831000006110.0,57493005.0,95606014.0,K504100,Endometriosis of the vagina,K504100
9472,Endometriosis,304798017.0,52533003.0,87425018.0,K504z00,Endometriosis of the rectovaginal septum and vagina NOS,K504z00
9473,Endometriosis,642701000006110.0,5562006.0,10284014.0,K505.00,Endometriosis of the intestine,K505.00
9474,Endometriosis,642651000006116.0,8421002.0,14907015.0,K505000,Endometriosis of the appendix,K505000
9475,Endometriosis,642681000006112.0,44601009.0,74408017.0,K505100,Endometriosis of the colon,K505100
9476,Endometriosis,642801000006119.0,9563009.0,16732013.0,K505200,Endometriosis of the rectum,K505200
9477,Endometriosis,304799013.0,5562006.0,10284014.0,K505z00,Endometriosis of the intestine NOS,K505z00
9478,Endometriosis,89618011.0,53913001.0,89618011.0,K506.00,Endometriosis in scar of skin,K506.00
9479,Endometriosis,304801011.0,129103003.0,1784724014.0,K50y.00,Other endometriosis,K50y.00
9480,Endometriosis,642661000006119.0,65099004.0,108185013.0,K50y000,Endometriosis of the bladder,K50y000
9481,Endometriosis,642721000006117.0,50993001.0,84979012.0,K50y100,Endometriosis of the lung,K50y100
9482,Endometriosis,642821000006112.0,17829005.0,30125011.0,K50y200,Endometriosis of the umbilicus,K50y200
9483,Endometriosis,642841000006117.0,38780008.0,64543018.0,K50y300,Endometriosis of the vulva,K50y300
9484,Endometriosis,304802016.0,129103003.0,1784724014.0,K50yz00,Other endometriosis NOS,K50yz00
9485,Endometriosis,304803014.0,129103003.0,1784724014.0,K50z.00,Endometriosis NOS,K50z.00
9486,Endometriosis,305247015.0,129103003.0,1784724014.0,Kyu9000,[X]Other endometriosis,Kyu9000
9487,Other spirochaetal infections,299288010.0,95883001.0,158829010.0,Fyu00,[X]Other bacterial meningitis,Fyu0000
9488,Other spirochaetal infections,308710015.0,86735004.0,143838016.0,M15y,Other specified erythematous conditions,M15y.00
9489,Other spirochaetal infections,308718010.0,86735004.0,143838016.0,M15y4,Other exfoliative erythema,M15y400
9490,Other spirochaetal infections,309342017.0,86735004.0,143838016.0,Myu44,[X]Erythema in other diseases classified elsewhere,Myu4400
9491,Other spirochaetal infections,1221485013.0,38663004.0,64337016.0,7059-1,Other neurolysis of peripheral nerve,7059.11
9492,Other spirochaetal infections,2875141000006113.0,23502006.0,481637018.0,^ESCTST287514,Steere's disease,
9493,Other spirochaetal infections,3268561000006115.0,47534009.0,79241018.0,^ESCTRE326856,Retinaculotomy of carpal tunnel,
9494,Other spirochaetal infections,648201000006115.0,69588003.0,1233178016.0,AA41,Erythema chronicum migrans,AA41.00
9495,Other spirochaetal infections,648431000006110.0,86735004.0,143838016.0,M15,Erythematous conditions,M15..00
9496,Other spirochaetal infections,7733351000006110.0,715507005.0,3302869017.0,^ESCTIN773335,Infection of central nervous system caused by Borrelia burgdorferi,
9497,Other spirochaetal infections,3631811000006115.0,69588003.0,115616014.0,^ESCTER363181,Erythema chronica migrans,
9498,Other spirochaetal infections,7771461000006117.0,718373005.0,3312536018.0,^ESCTCU777146,Cutaneous B-cell pseudolymphoma caused by Borrelia,
9499,Other spirochaetal infections,4063781000006119.0,95883001.0,3028971018.0,^ESCTME406378,"Meningitis, bacterial",
9500,Other spirochaetal infections,3631841000006116.0,69588003.0,3028124013.0,^ESCTER363184,Erythema chronicum migrans skin condition,
9501,Other spirochaetal infections,3162291000006113.0,41116009.0,68588014.0,^ESCTSP316229,Spirochetal infection,
9502,Other spirochaetal infections,287461014.0,41116009.0,68588014.0,AA4,Other spirochaetal infections,AA4..00
9503,Other spirochaetal infections,288092019.0,41116009.0,68588014.0,Ayu5,[X]Other spirochaetal diseases,Ayu5.00
9504,Other spirochaetal infections,287473014.0,41116009.0,68588014.0,AAy,Other specified spirochaetal infections,AAy..00
9505,Other spirochaetal infections,288101016.0,41116009.0,68588014.0,Ayu56,[X]Other specified spirochaetal infections,Ayu5600
9506,Other spirochaetal infections,158829010.0,95883001.0,158829010.0,F00,Bacterial meningitis,F00..00
9507,Other spirochaetal infections,287393017.0,41116009.0,492887012.0,AA,Other spirochaetal diseases,AA...00
9508,Other spirochaetal infections,296802015.0,95883001.0,158829010.0,F00yz,Other specified bacterial meningitis NOS,F00yz00
9509,Other spirochaetal infections,4063771000006117.0,95883001.0,1235949016.0,^ESCTBM406377,BM - Bacterial meningitis,
9510,Other spirochaetal infections,2875161000006112.0,23502006.0,2923214018.0,^ESCTIN287516,Infection due to Borrelia burgdorferi sensu lato,
9511,Other spirochaetal infections,39462014.0,23502006.0,39462014.0,A8710,Lyme disease,A871000
9512,Other spirochaetal infections,129217018.0,77863005.0,129217018.0,A8712,Lyme carditis,A871200
9513,Other spirochaetal infections,485678014.0,33937009.0,485678014.0,N010A,Arthritis in Lyme disease,N010A00
9514,Other spirochaetal infections,2955528012.0,69588003.0,2955528012.0,AA41-1,Erythema migrans,AA41.11
9515,Other spirochaetal infections,2390131000000110.0,718373005.0,3312055010.0,A8713,Borrelial lymphocytoma,A871300
9516,Other spirochaetal infections,287470012.0,41116009.0,492887012.0,AA4z,Other spirochaetal infection NOS,AA4z.00
9517,Other spirochaetal infections,287474015.0,41116009.0,492887012.0,AAz,Spirochaetal infection NOS,AAz..00
9518,Other spirochaetal infections,296780015.0,95883001.0,158829010.0,F007,Meningitis in other bacterial disease classified elsewhere,F007.00
9519,Other spirochaetal infections,296788010.0,95883001.0,158829010.0,F007z,Unspecified meningitis in bacterial disease EC,F007z00
9520,Other spirochaetal infections,296789019.0,95883001.0,158829010.0,F00y,Other specified bacterial meningitis,F00y.00
9521,Other spirochaetal infections,1927231000006112.8,715507005.0,3302870016.0,A8711,Lyme neuroborreliosis,
9522,Other spirochaetal infections,91031000006110.0,171849009.0,266151011.0,70590-1,Transposition of ulnar nerve,7059011
9523,Other spirochaetal infections,1541151000006113.0,38663004.0,64337016.0,70595,Neurolysis peripheral nerve transposition peripher nerve NEC,7059500
9524,Other spirochaetal infections,288102011.0,41116009.0,492887012.0,Ayu57,"[X]Spirochaetal infection, unspecified",Ayu5700
9525,Other spirochaetal infections,287469011.0,41116009.0,492887012.0,AA4y,Other specified spirochaetal infection,AA4y.00
9526,Other spirochaetal infections,296803013.0,95883001.0,158829010.0,F00z,Bacterial meningitis NOS,F00z.00
9527,Other spirochaetal infections,308724016.0,86735004.0,143838016.0,M15z,Erythematous conditions NOS,M15z.00
9528,Other spirochaetal infections,309341012.0,86735004.0,143838016.0,Myu43,[X]Other specified erythematous conditions,Myu4300
9529,Other spirochaetal infections,481640018.0,23502006.0,481640018.0,A8710-1,Lyme borreliosis,A871011
9530,Other spirochaetal infections,56659013.0,33937009.0,56659013.0,N010A-1,Lyme arthritis,N010A11
9531,Other spirochaetal infections,399921010.0,86735004.0,143838016.0,M15yz,Other erythematous conditions NOS,M15yz00
9532,Other spirochaetal infections,1221484012.0,38663004.0,64337016.0,7058-1,Neurolysis of other trapped periperal nerve,7058.11
9533,Other spirochaetal infections,3162301000006114.0,41116009.0,68591014.0,^ESCTSP316230,Spirochetosis,
9534,Malignant neoplasms,511747013.0,94989005.0,511747013.0,B9000,Neoplasm of uncertain behaviour of parotid gland,B900000
9535,Malignant neoplasms,511765012.0,95001001.0,511765012.0,B901-2,Neoplasm of uncertain behaviour of pharynx,B901.12
9536,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9537,Malignant neoplasms,4047901000006111.0,94959003.0,157413012.0,^ESCTNE404790,Neoplasm of uncertain behavior of nasopharyngeal wall,
9538,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9539,Malignant neoplasms,5344791000006116.0,254463006.0,378852011.0,^ESCTMI534479,Mixed parotid tumor,
9540,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9541,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9542,Malignant neoplasms,4756391000006115.0,189371000.0,2475176014.0,^ESCTNE475639,Neoplasm of uncertain behavior of gum,
9543,Malignant neoplasms,4756371000006116.0,189371000.0,290935016.0,^ESCTNE475637,Neoplasm of uncertain behavior of gums,
9544,Malignant neoplasms,680011000006118.0,271326004.0,406055012.0,B901,"Neop of uncertain behaviour of lip, oral cavity and pharynx",B901.00
9545,Malignant neoplasms,4048811000006118.5,95001001.0,157467018.0,^ESCTNE404881,Neoplasm of uncertain behavior of pharynx,
9546,Malignant neoplasms,4756381000006118.0,189371000.0,2474971013.0,^ESCTNE475638,Neoplasm of uncertain behaviour of gum,
9547,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
9548,Malignant neoplasms,4048551000006119.0,94989005.0,157452017.0,^ESCTNE404855,Neoplasm of uncertain behavior of parotid gland,
9549,Malignant neoplasms,4309941000006110.5,118616009.0,4309941000006110.5,^ESCTNE430994,Neoplastic disease of uncertain behaviour,
9550,Malignant neoplasms,4756341000006112.0,189365006.0,2474970014.0,^ESCTNE475634,Neoplasm of uncertain behaviour of submaxillary gland,
9551,Malignant neoplasms,4048271000006113.5,94975000.0,157434017.0,^ESCTNE404827,Neoplasm of uncertain behavior of palate,
9552,Malignant neoplasms,4045561000006110.5,94842009.0,157255018.0,^ESCTNE404556,Neoplasm of uncertain behavior of floor of mouth,
9553,Malignant neoplasms,4048231000006111.0,94973007.0,157431013.0,^ESCTNE404823,Neoplasm of uncertain behavior of oropharynx,
9554,Malignant neoplasms,4047911000006113.5,94959003.0,511707018.0,^ESCTNE404791,Neoplasm of uncertain behaviour of nasopharyngeal wall,
9555,Malignant neoplasms,4051651000006110.5,95141008.0,157630016.0,^ESCTNE405165,Neoplasm of uncertain behavior of tongue,
9556,Malignant neoplasms,4051131000006111.0,95116001.0,157600012.0,^ESCTNE405113,Neoplasm of uncertain behavior of sublingual gland,
9557,Malignant neoplasms,4047411000006117.0,94936009.0,157382012.0,^ESCTNE404741,Neoplasm of uncertain behavior of minor salivary gland,
9558,Malignant neoplasms,4046901000006113.5,94909007.0,157344016.0,^ESCTNE404690,Neoplasm of uncertain behavior of lip,
9559,Malignant neoplasms,5523461000006115.0,271326004.0,3084113014.0,^ESCTNE552346,"Neoplasm of uncertain behavior of lip, oral cavity and/or pharynx",
9560,Malignant neoplasms,5523451000006117.0,271326004.0,406056013.0,^ESCTNE552345,"Neoplasm of uncertain behavior of lip, oral cavity and pharynx",
9561,Malignant neoplasms,4756331000006119.0,189365006.0,290917013.0,^ESCTNE475633,Neoplasm of uncertain behavior of submandibular gland,
9562,Malignant neoplasms,679351000006115.0,94851001.0,157268014.0,B902,"Neop of uncertain behaviour stomach, intestines and rectum",B902.00
9563,Malignant neoplasms,680041000006119.0,118616009.0,177035012.0,B907z,"Neop of uncertain behaviour of trachea, bronchus or lung NOS",B907z00
9564,Malignant neoplasms,292247011.0,118616009.0,445640011.0,ByuH,[X]Neoplasms of uncertain and unknown behaviour,ByuH.00
9565,Malignant neoplasms,680091000006111.0,118616009.0,177035012.0,B902z,"Neop of uncertain behaviour stomach, intestine or rectum NOS",B902z00
9566,Malignant neoplasms,511939016.0,95141008.0,511939016.0,B9011,Neoplasm of uncertain behaviour of tongue,B901100
9567,Malignant neoplasms,290907015.0,189362009.0,290907015.0,B900,Neoplasm of uncertain behaviour of major salivary glands,B900.00
9568,Malignant neoplasms,4044471000006115.0,94793009.0,157189012.0,^ESCTNE404447,Neoplasm of uncertain behavior of cheek,
9569,Malignant neoplasms,4046141000006113.5,94871005.0,157294017.0,^ESCTNE404614,Neoplasm of uncertain behavior of hypopharynx,
9570,Malignant neoplasms,290916016.0,189365006.0,290916016.0,B9002,Neoplasm of uncertain behaviour of submandibular gland,B900200
9571,Malignant neoplasms,290934017.0,189371000.0,290934017.0,B9013,Neoplasm of uncertain behaviour of gums,B901300
9572,Malignant neoplasms,378851016.0,254463006.0,378851016.0,B9000-1,Mixed parotid tumour,B900011
9573,Malignant neoplasms,445641010.0,118616009.0,445641010.0,B9,Neoplasms of uncertain behaviour,B9...00
9574,Malignant neoplasms,511557012.0,94842009.0,511557012.0,B9014,Neoplasm of uncertain behaviour of floor of mouth,B901400
9575,Malignant neoplasms,511640017.0,94909007.0,511640017.0,B9010,Neoplasm of uncertain behaviour of lip,B901000
9576,Malignant neoplasms,511680014.0,94936009.0,511680014.0,B9012,Neoplasm of uncertain behaviour of minor salivary gland,B901200
9577,Malignant neoplasms,511727017.0,94973007.0,511727017.0,B9018,Neoplasm of uncertain behaviour of oropharynx,B901800
9578,Malignant neoplasms,511729019.0,94975000.0,511729019.0,B9016,Neoplasm of uncertain behaviour of palate,B901600
9579,Malignant neoplasms,290919011.0,189362009.0,2469009012.0,B900z,Neoplasm of uncertain behaviour of major salivary gland NOS,B900z00
9580,Malignant neoplasms,881211000006111.0,118616009.0,881211000006111.0,B9-99,Other uncertain neoplasms,B9...99
9581,Malignant neoplasms,511491014.0,94793009.0,511491014.0,B9015,Neoplasm of uncertain behaviour of cheek,B901500
9582,Malignant neoplasms,511708011.0,94959003.0,511708011.0,B9017,Neoplasm of uncertain behaviour of nasopharynx,B901700
9583,Malignant neoplasms,380084011.0,255062004.0,380084011.0,B901-1,Neoplasm of uncertain behaviour of oral cavity,B901.11
9584,Malignant neoplasms,405091000006115.0,118616009.0,177035012.0,ByuH7,"[X]Oth spcf neo/uncrt+unknwn behav/lymph,h'matopetic+rel tis",ByuH700
9585,Malignant neoplasms,292269016.0,118616009.0,445640011.0,ByuHA,"[X]Neoplasm of uncertain and unknown behaviour, unspecified",ByuHA00
9586,Malignant neoplasms,4047891000006112.0,94959003.0,157410010.0,^ESCTNE404789,Neoplasm of uncertain behavior of nasopharynx,
9587,Malignant neoplasms,4756311000006113.0,189362009.0,2469433011.0,^ESCTNE475631,Neoplasm of uncertain behavior of major salivary gland,
9588,Malignant neoplasms,511594015.0,94871005.0,511594015.0,B9019,Neoplasm of uncertain behaviour of hypopharynx,B901900
9589,Malignant neoplasms,511904016.0,95116001.0,511904016.0,B9001,Neoplasm of uncertain behaviour of sublingual gland,B900100
9590,Malignant neoplasms,679981000006112.0,271326004.0,406055012.0,B901z,"Neop of uncertain behaviour lip, oral cavity and pharynx NOS",B901z00
9591,Malignant neoplasms,5355521000006113.0,255062004.0,380083017.0,^ESCTNE535552,Neoplasm of uncertain behavior of oral cavity,
9592,Malignant neoplasms,4756351000006114.0,189365006.0,2475175013.0,^ESCTNE475635,Neoplasm of uncertain behavior of submaxillary gland,
9593,Malignant neoplasms,4045761000006119.0,94851001.0,157268014.0,^ESCTNE404576,Neoplasm of uncertain behavior of gastrointestinal tract,
9594,Malignant neoplasms,399721000006110.0,118616009.0,445640011.0,ByuH9,[X]Neoplasm/uncertain+unknown behavior/other specified sites,ByuH900
9595,Malignant neoplasms,1.1918651000006114e+16,118616009.0,177035012.0,^ESCT1191865,Neoplastic disease of uncertain behavior,
9596,Malignant neoplasms,4309961000006113.5,118616009.0,445639014.0,^ESCTNE430996,Neoplasms of uncertain behavior,
9597,Malignant neoplasms,4045751000006116.0,94851001.0,511570015.0,^ESCTNE404575,Neoplasm of uncertain behaviour of gastrointestinal tract,
