Condition,MedCode,Term
Systemic connective tissue disorders,3276721000006114,Augmentation of bladder
Systemic connective tissue disorders,4670591000006118,Cecocystoplasty
Systemic connective tissue disorders,3276761000006115,Augmentation cystoplasty
Systemic connective tissue disorders,272645018,Caecal bladder augmentation
Systemic connective tissue disorders,272662011,Enlargement of bladder NOS
Systemic connective tissue disorders,3276741000006119,Bladder augmentation
Systemic connective tissue disorders,272661016,Other specified enlargement of bladder
Systemic connective tissue disorders,3276751000006117,Augmentation of urinary bladder
Systemic connective tissue disorders,494978015,Enlargement of bladder
Systemic connective tissue disorders,3592971000006114,Bladder to ileum anastomosis
Systemic connective tissue disorders,3592941000006118,Ileocystoplasty
Systemic connective tissue disorders,3592981000006112,Ileal loop bladder procedure
Systemic connective tissue disorders,500660011,Ileal augmentation of bladder
Systemic connective tissue disorders,272657010,Clam ileocystoplasty
Systemic connective tissue disorders,76701000006119,Unspecified ileocystoplasty
